refcode,Density,smiles
MAVBIX,1.188,CC(C)(C)Nc1c(-c2ccccc2)cn(C(C)(C)C)c1-c1ccc([N+](=O)[O-])cc1
OKUBAX,1.188,CC1CC(C)OC(C(C)C(c2ccccc2)C(C)[N+](=O)[O-])O1
ULURAX,1.188,CN(C)C(=O)C(CC(C)(C)[N+](=O)[O-])C(O)c1ccccc1
SAHPUO,1.188,ON=C1CCCCCCCCCCC1=O
GAWNAT,1.188,CC1ON=C(C)C1C(=O)OC1(CC2CCC1(C)C2(C)C)c1cccc2ccccc12
UBATUO,1.188,CC(C)(C)N1CC2CC1C1ON=C(C21)c1ccccc1
NAYDID,1.188,COC(C)(C)C(OC(C)=O)C1CC(C)C2C(O1)C(=NO)C1(C)C3CCC4C(C)(C)C(O)CCC54CC35CCC21C
BOWDIB,1.187,COC(=O)C(C(C)C)N1CCC(C)(O)C([N+](=O)[O-])C1c1ccccc1
COHTIE,1.187,CC(OC(=O)c1ccc([N+](=O)[O-])cc1)C(C)C(C)C(C)C(C)C(C)C(C)C(C)C(C)C(C)c1ccc(-c2ccccc2)cc1
JOKCIX,1.187,CC1(C)CCCC(C)(C)N1OC1C(O)C(C=O)C(c2ccccc2)C([N+](=O)[O-])C1c1ccccc1
MELCUE,1.187,CC(C)(C)c1cc(CNc2ccc([N+](=O)[O-])cc2)cc(C(C)(C)C)c1O
NOMESL,1.187,Cc1cc(C)c([N+](=O)[O-])c(C)c1
PEZFUW,1.187,CC1(C)CC(C(=O)OCCCCCCCCCCCOc2ccc(N=Nc3ccc([N+](=O)[O-])cc3)cc2)CC(C)(C)N1O
WAZGAI,1.187,CC(C)CCCC(C)C1CCC2C3CC=C4CC(OC(=O)c5ccc([N+](=O)[O-])cc5)CCC4(C)C3CCC12C
SIBFOZ,1.187,CC(C)C1CCC(C)CC21N(C)C(=O)C1CC(ON21)C(C)O
HEXQEG,1.187,COC(OC)C1(C)CCC2ON(C)C3CCC1C23
ZOKKUH,1.187,CC1CCC(C(C1)OC(=O)C1(CCCC1=NO)C1=CC=CO1)C(C)(C)c1ccccc1
KEVYOZ,1.187,CC(N1OC21CCC(C)(CC2)c1ccccc1)c1ccccc1
LARYIP,1.187,CC1CCC2(OC1)OC1CC3C4CCC5CC(CCC5(C)C4CC(=NO)C3(C)C1C2C)OC(C)=O
OSIFUS,1.187,CC(C)(C)N([O])C1=NC(C)(C)C(C)(C)N1[O]
CEMJUC,1.187,CC(C)(C)OC1CC(C2CC12)N(O)C(=O)OC(C)(C)C
IPEHAM,1.187,ON(CC1=CC=CC1)Cc1ccccc1
DAZKAR,1.186,CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C3CC3OC4(OCC(C)CC4=N[N+](=O)[O-])C(C)C32)C1
TIJJED,1.186,CN(C)CCN(Cc1cc([N+](=O)[O-])cc(C(C)(C)C)c1O)Cc1cc([N+](=O)[O-])cc(C(C)(C)C)c1O
XEGVIO,1.186,CC(=O)OC1CCC2(C)C(CCC3C4CC=C(C(C)=NO)C4(C)CC=C23)C1
TOWSIJ,1.186,CN1c2ccc(cc2N=C1c1ccccc1C(C1CC(=O)N(C1=O)c1ccc(C)cc1)=C1CC(=O)N(c2ccc(C)cc2)C1=O)N(=O)=O
SICPIE,1.186,CC1(C)N([O])C(C)(C)c2cc(C#N)c(cc12)C#N
KEFJOX,1.186,CC1(C)CC(CO)C(C)(C)N1[O]
LUDBET,1.186,CN1OC(=Cc2ccccc2)C(C)(C)C1=O
BIYDET,1.185,CCC(C(=O)C(C)C(O)C(C)CCc1ccc(C)c(O)c1C(=O)OCc1ccccc1[N+](=O)[O-])C1OC(CC)(C2CCC(O)(CC)C(C)O2)CC1C
MOGLIF,1.185,CCCCCC(O)C1C2C(CCC3(C)OC23)CN1C(=O)c1ccc([N+](=O)[O-])cc1
OMOSAL,1.185,CCOC(=O)C1=C(C)NC(Cn2cccn2)=C(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1
TBMNBZ01,1.185,CC(C)(C)C(OC(=O)c1ccc([N+](=O)[O-])cc1)(C(C)(C)C)C(C)(C)C
VITMEQ,1.185,CC1CC2(CCCCC2)NC(C)c2cc([N+](=O)[O-])ccc21
YAKVOY,1.185,CN(C(=O)C1=CCC2C3CC=C4CC(OC(=O)c5ccc([N+](=O)[O-])cc5)CCC4(C)C3CCC12C)C(Cc1ccccc1)C(=O)NC(C)(C)C
YEZQOL,1.185,CON1C(=O)CCCCCCCCCCC=C(C)CC1c1ccc([N+](=O)[O-])cc1
YOKNAO,1.185,CC(C)c1cccc(C(C)C)c1N=Cc1ccc([N+](=O)[O-])cc1
DEZTEK,1.185,COC(=O)C12CN(CC(C(N(C)C1c1ccc(cc1)N(=O)=O)c1ccc(cc1)N(=O)=O)(C(=O)OC)C2=O)C(C)c1ccccc1
KOSNUB,1.185,CC(C)(C)C(=O)ON=C1C=C(c2ccccc2)C2(C1C1C(=NOC(=O)C(C)(C)C)C2C(=C1c1ccccc1)c1ccccc1)c1ccccc1
UHISOT,1.185,CON=C1CCCCC21CCCCC2=NOC
ISOBIC,1.185,ON1C(CN(CC1c1ccccc1)c1ccccc1)c1ccccc1
JAHGOR,1.184,COc1cc(C2c3cc4c(cc3CC3COC(=O)C32)OCO4)cc2nc3cc([N+](=O)[O-])ccc3nc12
KUFVOZ,1.184,O=C1c2cccc3cccc(c23)C12C1c3ccccc3OC(c3cccc4ccccc34)C1([N+](=O)[O-])C1CCCCN12
PEZGIK,1.184,C=CC1Oc2cc([N+](=O)[O-])ccc2NC12C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C2
PODLID,1.184,CCOC(=O)C(CCCCCCCCCCCCOc1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1)C(=O)OCC
TOXISA10,1.184,CC1=C2C=CC3(CCCC4(C)C(C(C)C=CC(C)C(C)C)CCC43)C2C(OC(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)CC1
YAKCIW,1.184,CC1=C(CC(C)(C)[N+](=O)[O-])C(=O)CC(C)(C)C1
FUHCOB,1.184,Cc1ccc(cc1)C=NOCCCON=Cc1ccc(C)cc1
CORWAJ,1.184,CC(C)C1C(N(C)C(CC1=NOC(=O)Oc1ccccc1)c1ccccc1)c1ccccc1
GARDIO,1.184,COc1ccc(cc1)C1CC(=NOCc2ccccc2)C(C)C(N1C)c1ccc(OC)cc1
WUQQIJ,1.184,CCN(CC)c1ccc(NC(C)=O)c(OC(C)C)c1N(=O)=O
TIHFAS,1.184,CC(=O)C(Cc1ccccc1)ONc1ccccc1
BAXYEH,1.184,COc1ccc(cc1)C1ON(c2ccc(C)cc2)C(C)(C)C1=[N+]([O-])c1ccc(C)cc1
DOKNIC,1.183,CCCCCCC1(CCCCCC)c2cc(C#Cc3ccc(N(Cc4ccccc4)Cc4ccccc4)cc3)ccc2-c2ccc(C(=O)Cc3ccc([N+](=O)[O-])cc3)cc21
IKAGEG,1.183,CC1(C)COC2(N1)ON(C(c1ccccc1)C12OC1(c1ccccc1)c1ccccc1)C(C)(C)C
DIFZEY,1.183,CC1(C)C2CCC31C(C2)N(N(C3=O)c1ccccc1)C(=O)C(CC=C)NOCc1ccccc1
FEWSOS,1.183,Cc1cc(C)c(c(C)c1)C1=NOC(=C1)CN1C(=O)N(C2=CCCCC2)c2ccccc12
TIJGIE,1.183,CCCCCC1OC2=C(C(O)C1(C)O)C(=O)N(OC)C2=C
DADYEO,1.182,Cc1[nH]c2ccccc2c1C(C(=O)OC(C)(C)C)C(C)[N+](=O)[O-]
NEWCIC,1.182,CCCCCCCc1ccc(-c2ccc([N+](=O)[O-])cc2)cc1
VUKSEZ,1.182,CC(C)(C)C1=CC(=Nc2ccc([N+](=O)[O-])cc2O)C=C(C(C)(C)C)C1=O
XIVNIZ,1.182,CC1CCC(C(C)C)C(c2ccccc2OC(=O)c2ccc([N+](=O)[O-])cc2)C1
ZURLIJ,1.182,CCCn1cc(C(=O)CC(C)(C)C(C)(C)[N+](=O)[O-])cn1
LUCWEN,1.182,CC(C)C1CCC(C)CC21N(C)C(=O)C1C3CCN(C3ON21)C(=O)OC(C)(C)C
EGUXEL,1.182,CC(C)C1(C)N(C)C(=O)C(C)(N1[O])c1ccc(C)cc1
WEHJOJ01,1.182,CCN1C=C(C=N1)C1=[N+]([O-])C(C)(C)C(C)(C)N1[O]
TUXKEC,1.182,CCCCCCCc1ccc(cc1)C(=O)Oc1ccc(cc1)C1=[N+]([O-])C(C)(C)C(C)(C)N1[O]
BIZLEC,1.182,CCCCCCCCNc1cccc(NCCCCCCCC)c1N(=O)=O
TACHIO,1.182,CCCCCC(=O)ON=C(c1ccccc1)c1ccccn1
TEBXEE,1.182,COC(=O)CN(c1ccccc1)C1=NC(C)(C)N([O])C1(C)C
YEBDOA,1.182,CC(N=C(C=NO)c1ccccc1)c1ccccc1
XEVYII,1.182,CCCCCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)N(=O)=O
XADPEA,1.182,CON(OC(C)C)C(N)=O
COHTOK,1.182,CC(OC(=O)c1ccc(cc1)N(=O)=O)C(C)C(C)C(C)C(C)C(C)C(C)C(C)C(C)C(C)c1ccc(cc1)c1ccccc1
SIVPOC,1.182,CC(N1OC21CCCCC2c1ccccc1)c1ccccc1
RUWYEP,1.182,CC1(C)CCCC(C)(C)N1OC1CCCC2CC(=NC12)c1ccccc1
OPUTAW,1.182,Cc1cc(C)c(CN(CCN(Cc2c(C)cc(C)cc2C)N=O)N=O)c(C)c1
JALKAL,1.182,CC(C)CCN1C=C(C=C1C(=O)NCCCN(C)C)N(=O)=O
VAVMEM,1.182,CC1CCCCC21OC(C)C(C)C(NC(=O)c1ccc(cc1)N(=O)=O)C2C
ADOKEJ,1.182,Cc1ccc(cc1C)C1=CCCCC1=NO
BIHMEK,1.181,CC(=O)OC1CCC2(C)C3=C(C(=O)CC2C1)C1C(OC(=O)c2ccccc2[N+](=O)[O-])CC(c2ccc(=O)oc2)C1(C)CC3
FIJREX,1.181,CC(C)CCCC(C)C1CCC2C3CC(=O)C4=CC(=NNc5ccccc5[N+](=O)[O-])CCC4(C)C3CCC12C
GUCLUL,1.181,CC(C)C(C)(NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)c1ccc([N+](=O)[O-])cc1)C(=O)OC(C)(C)C
TIFHEW,1.181,CCC(C=CC1C(C)=CCCC1(C)C)OC(=O)c1ccc([N+](=O)[O-])cc1
ZURLOP,1.181,CCCCn1cc(C(=O)CC(C)(C)C(C)(C)[N+](=O)[O-])cn1
MUSSOK,1.181,Cc1cc(C)c(c(C)c1)c1cc(nc(c1)N([O])C(C)(C)C)N([O])C(C)(C)C
VUWJUT,1.181,CCCCCCCC(=O)NO
BIMPIZ,1.181,CC1C(C=C(C=Cc2ccccc2)c2ccccc2ON=C1C)c1ccccc1
FIDSIX,1.181,C[N+]([O-])=Cc1c(C)cc(C)cc1C
ACOFOQ,1.181,CCCCCOc1cc(C#C)c(cc1OCCCCC)N(=O)=O
MUBQAC,1.181,CC(=NOCCCCCCCCCCON=C(C)c1ccccc1O)c1ccccc1O
EYABAH,1.181,CC1(C)CCC(C)(N1[O])c1ccc(O)cc1
HUDLOI,1.18,Cc1cccc(C(=O)NC(C)C)c1[N+](=O)[O-]
MNPPRB,1.18,Cc1cc(Oc2c(C(C)C)cccc2C(C)C)ccc1[N+](=O)[O-]
MOFHIY,1.18,CCCCOc1c2cc([N+](=O)[O-])cc1CCCc1cc([N+](=O)[O-])cc(c1OCCCC)CCCc1cc([N+](=O)[O-])cc(c1OCCCC)CCC2
HOLXUD,1.18,CCC(=O)CCc1cccc(CCC(=O)CC)c1ONC(C)=O
ZIQCIN,1.18,CCOC1CC(C2CC(ON2O1)C#N)C(Cc1ccccc1)N(Cc1ccccc1)Cc1ccccc1
FEPDOT,1.18,CC1(C)C(CC2C(=O)C(=C)C(C)(C)N([O])C2(C)C)C(=O)C(=C)C(C)(C)N1[O]
RIMHUQ,1.18,CC1(C)Cc2ccccc2C(=N1)C(=NO)C1=NC(C)(C)Cc2ccccc12.CC1(C)Cc2ccccc2C(=N1)C(=NO)C1=NC(C)(C)Cc2ccccc12
RRMBXZ,1.18,CC(N1OC1(c1ccccc1)c1ccccc1)c1ccccc1
DESTUQ,1.18,COC(=O)C1C(C)ON(Cc2ccccc2)C1C1OC(C)(C)OC1(C)C
GOLDOB,1.18,CON=C1CCN(CC1(C)N(C)C(=O)OC(C)(C)C)C(=O)OC(C)(C)C
DOCJAG,1.18,CC(CC(=NO)c1ccccc1)C(C)C(=O)N1CCCC1
ACAMIA,1.179,CCc1cc([N+](=O)[O-])cc(CC)c1NC(=O)c1ccc(C(C)(C)C)cc1
IBAXAK,1.179,CCOC(=O)C(=C(C)NC(C)c1ccccc1)C(C)C[N+](=O)[O-]
LAZQOT,1.179,CC(C)(C)c1cc(C=NC(C(N=Cc2cc(cc(c2O)C(C)(C)C)C(C)(C)C)c2cccc3cccnc23)c2ccc(cc2)N(=O)=O)c(O)c(c1)C(C)(C)C
REGKOE,1.179,CC1CCC2(O)C(=NOC2(C)C)C1
IPEZEJ,1.179,CCCCCCCCCCCCCCCCCCOc1ccccc1N1C=C(N=N1)c1cc(cc(n1)C1=CN(N=N1)c1ccccc1OCCCCCCCCCCCCCCCCCC)N(=O)=O
PUWQUT,1.179,CC1(C)CCCC(C)(C)N1OC(=O)C1(O)CC(=O)C(=C1)ON1C(C)(C)CCCC1(C)C
KEDBEB,1.179,CC1COC2(OC3CC4C5CCC6CC(CCC6(C)C5CCC4(C)C3C2C)OC(C)=O)C(C1)=NO
LEKSUS,1.179,CONC1(C)c2ccccc2C(=C1C(C)(C)O)c1ccccc1
LIMQED,1.179,CCOC1CC2C(CC(OCC)ON2O1)c1ccccc1
VOXFIX,1.179,CC(C)N(C(C)C)C(=O)N(N=O)c1ccc(C)cc1
BUSJIJ,1.178,CCCCCCCCCCNC=C1C=C([N+](=O)[O-])C=CC1=O
DOZMIQ,1.178,CC1(C)CCCC(C)(C)N1OC(=C[N+](=O)[O-])c1ccccc1
ENBILO10,1.178,CCC1=C(CC)C(=CC2=NC(=Cc3[nH]c(C(=C4NC(=O)C(CC)=C4CC)[N+](=O)[O-])c(CC)c3CC)C(CC)=C2CC)NC1=O
POQTAR,1.178,CC(=O)OC1CCC2(C)C3CCC4(C)C(C(C)CCCC(C)C)CCC4C3CC(=N[N+](=O)[O-])C2(OC(C)=O)C1
VAVPEP,1.178,CC1=CC2(C)C(C(C)=C1)C(C(=O)NC(CO)c1ccccc1)C2c1ccc([N+](=O)[O-])cc1
QIHKUQ,1.178,CC(C)(C)OC(=O)C(C#N)(N(O)c1ccccn1)c1ccccc1
EXPCIZ,1.178,CCC1=C(c2ccccc2)C2(ON=C(c3c(C)cc(C)cc3C)C2(CC)C1=O)c1ccccc1
DAHKEC,1.178,CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NOC(Cc1ccccc1)C(=O)OC(C)(C)C
TOCGAT,1.178,CC1(C)OCC(O1)C(C#N)N(O)Cc1ccccc1
GIBXEU,1.178,CCCCCCC1CC2N(O1)C(COC2=O)c1ccccc1
TOCSUB,1.178,CC(C)(CC=Cc1ccccc1)C(=NO)c1ccccc1
DUCLIY,1.177,CCC1(CC)c2ccc([nH]2)C2(CCCCC2)c2ccc([nH]2)C(CC)(CC)c2ccc([nH]2)C(C)(c2ccc([N+](=O)[O-])cc2)c2ccc1[nH]2
HIFYAY,1.177,CC(C)ON=C(c1ccccc1)c1ccc(C)cc1
VOHLEK,1.177,CN(C)c1ccc(C)cc1C(=NO)c1ccccc1
SUXZOC,1.177,CCOC(=O)C12CC3CC(C1)CC(C3)(C2)C(=O)OC1CC(C)(C)N([O])C(C)(C)C1
XORHIW,1.177,CC1(C)C=C(C(=O)NO)C(C)(C)N1[O]
YOWFEX01,1.177,Cc1cc(C)c(C2N(O)C(c3c(C)cc(C)cc3C)c3c(C)ccc4ccc(C)c2c34)c(C)c1
TERKOR,1.177,CC(=O)C1=C(C(CCC1)=NO)c1ccc(C)cc1
CUCCAF,1.177,CC(C)(C)C#CCN1C(=Nc2ccccc12)C=[N+]([O-])C1CCCCC1
CEKNIP,1.177,CC(C)CC12CC3CCC(C(=NO)C1=O)C23C
LAHLIS,1.177,CC(=C)C1C(CCC1(CCCc1ccccc1)CCCc1ccccc1)OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
TAZBAY,1.177,CC(C)c1cc(cc(C(C)C)c1NC(C)=O)N(=O)=O
VEVPOE,1.177,CC(ON1C(C)(C)CCCC1(C)C)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CC(=O)C12C
BOGGIP,1.176,CCCCC1C([N+](=O)[O-])C(c2ccccc2)C(CCC)C2c3[nH]c4ccccc4c3CCN12
IWABEP,1.176,COc1ccc(C2C([N+](=O)[O-])C3CCCN3C23C(=O)N(C)c2ccccc23)cc1OC
MEINAN10,1.176,CCN(C(=O)C=NO)c1cccc(C)c1
BIKZED,1.176,CC(C)(C)c1n[n+](c2ccccc2)c2cc3c(cc2n1)C(C)(C)N([O-])C3(C)C
OWOFIR,1.176,CCC(C1CCC(C)C(O1)C(C)C(O)C(C)C(=O)C(CC)C1OC2(OC3(CCC(C)(O3)C3CCC(O)(CC)C(C)O3)C(O)C=C2)C(C)CC1C)C(=O)N(C)O
ZOPZEL,1.176,CCOC(=O)C1(C(CON2C(C)(C)CCCC2(C)C)CC(C1c1ccccc1)C(=O)c1ccccc1)C(=O)OCC
EGABAQ,1.176,CC=C(C1O[N+](=C(C1C)C(=CC)c1ccccc1)[O-])c1ccccc1
TIMLEI,1.176,CC1(C)CCCC(C)(C)N1OC1C2CCC(C2)C1N1C=C(N=N1)c1ccccc1
TEKLIE,1.176,CC(C)(C)OC(=O)N1C(COC1(C)C)C(N(O)Cc1ccccc1)C1=CC=CO1
CATHOU,1.176,COC1=NC2(CC(=NO2)c2ccccc2)C(=NC1C(C)C)OC
PESCEX,1.176,CCC(C)C(NC(=O)OC(C)(C)C)C(CC(O)=O)CN(=O)=O
FAVVII,1.175,CCCC1CCC2C(C)CCCC2N1C(=O)c1ccc([N+](=O)[O-])cc1
JEPBUB,1.175,C=C1CCC(C(C)C)C2C(=CC)C(OC(=O)c3ccc([N+](=O)[O-])cc3)CC12
EBAWAF,1.175,CCN(CC)C(=O)C1(CC1C=[N+]([O-])Cc1ccccc1)c1ccccc1
YAVNER,1.175,CC1=NOCCCCCCCCNc2ccccc2C(=NOCCCCCCCCNc2ccccc12)C
GAMNAM,1.175,CC(C)(C)c1cc(c(C=NC2CC(C)(C)N([O])C(C)(C)C2)c(O)c1O)C(C)(C)C
UFEWIN,1.175,Cc1ccc(N(O)C(C)(C)C)[n+]([O-])c1
BUHLUM,1.175,CC(C)(C)NC(NC(C)(C)C)=C1C(=O)ON=C1c1ccccc1
WASHII,1.175,CC1(C)CCC(C)(N1[O])c1cccc(O)c1
LATPIF,1.175,CC1(C)CC(O)(Cc2ccccn2)CC(C)(C)N1[O]
FOBQIW,1.175,COC(=O)C12CCC(C)(C)CC1C1=CCC3C4(C)CC5=C(ON=C5)C(C)(C)C4CCC3(C)C1(C)CC2
XEVYEE,1.175,CCCCCCCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)N(=O)=O
PEPHEX,1.175,CC(NC(=O)C1CCC[N+]1([O-])Cc1ccccc1)c1ccccc1
PUHKEL,1.174,Cc1ccc(N2C3=C(C(=O)CC(C)(C)C3)C3C=CN4Cc5ccccc5C(CC(=O)c5ccccc5)C3([N+](=O)[O-])C42)cc1
VIBKEX,1.174,CON=C(C)C(=O)C=CC=Cc1ccccc1
FAKSAM,1.174,CC(C)C(=O)NOC(CCC(=O)NC1CCCCC1)c1ccccc1
POXYUW,1.174,CC1(CCCC(C)(N1[O])c1ccccc1)c1ccccc1
GIJHEP,1.174,CC(C)(C)C(=O)ON=C(CNC(=O)c1ccccc1)c1ccccc1
QOGPAF,1.174,CC(C)C1CCC(C)CC21N(C)C(=O)C1C3CCCCCCC3ON21
APUYEP,1.174,CC(C)(C)N([O])c1ccc2c(c1)C(C)(C)C1=C2c2ccc(cc2C1(C)C)N([O])C(C)(C)C
DEJKAG,1.174,CC1(C)CCCC(C)(C)N1OC(C1CC(C)(C)C(=[N+]1[O-])c1ccccc1)c1ccccc1
MAKRUO,1.173,CC1=CCCC(C)(C)C1C=CC(=O)C=Cc1ccc([N+](=O)[O-])cc1
SEWQES,1.173,COc1ccc(N2C=C(C(C)C)C(c3ccccc3)C([N+](=O)[O-])C2CC(C)C)cc1
NEGWIG,1.173,Cc1ccc(cc1)C1(C)CCC(C)(N1[O])c1ccc(C)cc1
TITZOM,1.173,CC(N1CCC(=NO)C2(C1)ON(C(C2c1ccc(C)cc1)c1ccccc1)c1ccccc1)c1ccccc1
UHOPAJ,1.173,CC1(C)N=C(C#C)N([O])C1(C)C
OWADUN,1.173,CC1(C)CCCC(C)(C)N1OC1CC(CO)N(Cc2ccccc2)C1=O
POXXIJ,1.173,CC1C2C3C(CCCC3N1Cc1ccccc1)ON2C
NOHQOR,1.173,CC(C)c1cccc(C(C)C)c1NCc1cccc[n+]1[O-]
SOTGIR,1.173,CC(C)C1=NOC(C1)C(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(OC(C)=O)C(C)(C)C1CC3
EVODUO,1.173,CC12CCC3C4(C)CCCC(C)(C4CCC3(CC1=NO)C2)C(O)=O
DUCLEU,1.172,CCC1(CC)c2ccc([nH]2)C(C)(C)c2ccc([nH]2)C(CC)(CC)c2ccc([nH]2)C(C)(c2ccc([N+](=O)[O-])cc2)c2ccc1[nH]2
EGAMEF,1.172,CC(C)(C)NC(=O)C1(C)CC(C)(C)Nc2ccc([N+](=O)[O-])cc2N1
WIKYUK,1.172,Cc1cc2c(cc1[N+](=O)[O-])C(C)(C)CC(C)C2(C)C
YEYQOI,1.172,CC(C)c1n[nH]c(C(C)C)c1[N+](=O)[O-]
FOWPOX,1.172,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC6=NON=C6C(C)(C)C5CCC34C)C2C1)C(=O)OCc1ccccc1
JIMCEQ,1.172,CC(C)(C)C1=CC(C=C(C1=O)C(C)(C)C)=C1N=C(c2ccc(cc2)c2ccccc2)C(C)(C)N1[O]
ITUPAQ,1.172,Cc1cccc(C)c1N=C=NC1CC(C)(C)N([O])C(C)(C)C1
BOLNOF,1.172,CC(=NO)C(C)(C)NCCNC(C)(C)C(C)=NO
AKUZAI,1.171,CC(C)(C)OC(=O)NN(C(=O)OC(C)(C)C)C(C)(C=O)C(C[N+](=O)[O-])c1ccccc1
BOWDOH,1.171,CC(c1ccccc1)N1CCC(C)(O)C([N+](=O)[O-])C1c1ccccc1
KUFMAZ,1.171,C=CC(CC1=CCCC(C(C)(C)C)C1)OC(=O)c1ccc([N+](=O)[O-])cc1
FINZUY,1.171,CCCCN(CCCC)c1ccc(cc1)C#Cc1cc(C#Cc2ccc(cc2)N(=O)=O)c(cc1C#Cc1ccc(cc1)N(CCCC)CCCC)C#Cc1ccc(cc1)N(=O)=O
KOGWOS,1.171,CC1(C)CC2=C(c3ccccc3N2CC#CC#CCO)C(C)(C)N1[O]
TAYKAI,1.171,CN(C)c1ccc(cc1)C(Cc1ccccc1)=NO
ULIRAI,1.171,CC(C)(C)c1ccc(CON(OC(=O)c2ccc(cc2)C(C)(C)C)C(=O)c2ccc(cc2)C(C)(C)C)cc1
QOXRAW,1.171,CC1(C)C(=CC(=NO)c2ccccc2)C2(CC(=NO2)c2ccccc2)C(C)(C)C1(C)C
YINFAD,1.171,CC1=CC(=NO1)N=Cc1cc(cc(c1O)C(C)(C)C)C(C)(C)C
GIZCUP,1.171,CC(C)(C)ON=C(c1ccccc1)c1ccccc1
BUYPAN,1.17,CCCCOc1c2cccc1Cc1cc([N+](=O)[O-])cc(c1OCCCC)Cc1cc([N+](=O)[O-])cc(c1OCCCC)Cc1cccc(c1OCCCC)C2
REFROJ,1.17,CC(=O)OCC1(C)N=C(C)C(C)(C)N1[O]
DANREP10,1.17,CC1(C)N(OC2CCC(=O)N2C=C)C(C)(C)c2ccccc12
TPIFCB,1.17,CC1(C)CC(CC(C)(C)N1[O])OC(=O)OC1CC(C)(C)N([O])C(C)(C)C1
CABZUA,1.17,ON=C1CCCCC2CCCC12
WIKYIY,1.17,CC1C(C)(C)c2cc(C)c(cc2C1(C)C)N(=O)=O
XODPIQ,1.17,CN(C)Cc1cc(CN(C)C)cc(C=NO)c1
ABAWAD,1.17,CC(C)(C)CC(C)(C)c1ccc(O)c(C=NO)c1
TAKJEU,1.17,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)C(=NOC)C(C)C(OCOCCN(C)C)C1(C)O
FEWMAV,1.17,CCN(CC)C(=O)C(C)=C(C(C)=NOC(=O)c1ccccc1)c1ccccc1
DOXROY,1.17,CC1(C)C2CCC1(C)C(=O)C2=NO
KIXTIU,1.17,Cc1ccc(cc1)N1CC2(CC(N(O2)C(C)(C)C)c2ccccc2)C1=O
XUYRIU,1.17,Cc1ccc2NC(=O)C(C([n+]3ccccc3)c3ccc(cc3)N(=O)=O)(c2c1)[C-]1C(=O)c2ccccc2C1=O
PELPOL,1.169,C=CCOc1ccc([N+](=O)[O-])cc1N=C1C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C1
AFITIU,1.169,CC(C)C1C(N(C)C(CC1=NOC(=O)c1cccc(C)c1)c1ccccc1)c1ccccc1
WOBLII,1.169,CC(C)NC(=O)CONCC1CCCN1C(=O)C(C)(C)C
HONLOL,1.169,CC1CCC(C(C1)OC(=O)N1OC2CCC1C=C2)C(C)(C)c1ccc2ccccc2c1
ROCMIG,1.169,CC1(C)OCC(O1)C(N(O)Cc1ccccc1)C1=CC=CN1
KAQPIE,1.169,CC(C)=CC1=C(Cc2ccccc12)C(c1ccccc1)C(C)(C)OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
TEZRIA,1.169,CCCC1(CCC)c2cc(ccc2N([O])c2ccc(cc12)c1ccccc1)c1ccccc1
IPADHX,1.169,CC(C)N(O)C(=O)CCCCC(=O)N(O)C(C)C
BIGZOH,1.169,CCCCOC(=O)CCC(C(C)C)[N+]([O-])=CC1OC(C)(C)OC1C(O)C1COC(C)(C)O1
PUNLOB,1.169,CC(C)(C)N=[N+]([O-])C[N+]([O-])=NC(C)(C)C
CUPBEV,1.168,CCC(C(Nc1ccc(C)cc1)c1ccccc1)[N+](=O)[O-]
DACPUS,1.168,CC12CCCC1(O)CCCC2=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
PNEBCH,1.168,CC(C)(C)C1CCC(=O)C(C(C[N+](=O)[O-])c2ccccc2)C1
UBEGEQ,1.168,CC(C)(C)N([O])c1cccc(c1)c1cc(cc2c1Oc1c(cc(cc1C2(C)C)C(C)(C)C)c1cccc(c1)N([O])C(C)(C)C)C(C)(C)C
SUVGUN,1.168,CC(=Cc1ccccc1)c1ccccc1C(C)=NO
LUHFAV,1.168,CC1(C)C=C(C#Cc2cccc3cccc(C#CC4=CC(C)(C)N([O])C4(C)C)c23)C(C)(C)N1[O]
RIKBUI,1.168,CC(C(O)C1CC(=NO1)C)C1CCC2C3CC(=O)C45CC4CCC5(C)C3CCC12C
JIMNEZ,1.167,CCOC(=O)C1(C)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(=NO)C(C)(C)C5CCC34C)C2C1
OFOREJ,1.167,CC1(C)CCCC2(C)C1CCC(C)(O)C2CC1=NOC(C1)c1ccccc1
